,StatTime,Total,Date,Time,Month,Day_of_month,weekly_day_index,Week_label,Holiday
24,2019-01-28 13:00:00.000,1,2019-01-28,13:00:00,January,28,0,Monday,True
25,2019-01-28 14:00:00.000,2,2019-01-28,14:00:00,January,28,0,Monday,True
26,2019-01-28 15:00:00.000,2,2019-01-28,15:00:00,January,28,0,Monday,True
27,2019-01-28 17:00:00.000,2,2019-01-28,17:00:00,January,28,0,Monday,True
28,2019-01-28 18:00:00.000,7,2019-01-28,18:00:00,January,28,0,Monday,True
29,2019-01-28 19:00:00.000,1,2019-01-28,19:00:00,January,28,0,Monday,True
30,2019-01-28 20:00:00.000,1,2019-01-28,20:00:00,January,28,0,Monday,True
31,2019-01-28 21:00:00.000,2,2019-01-28,21:00:00,January,28,0,Monday,True
32,2019-01-28 22:00:00.000,5,2019-01-28,22:00:00,January,28,0,Monday,True
33,2019-01-29 01:00:00.000,1,2019-01-29,01:00:00,January,29,1,Tuesday,True
34,2019-01-29 03:00:00.000,2,2019-01-29,03:00:00,January,29,1,Tuesday,True
35,2019-01-29 04:00:00.000,1,2019-01-29,04:00:00,January,29,1,Tuesday,True
36,2019-01-29 10:00:00.000,2,2019-01-29,10:00:00,January,29,1,Tuesday,True
37,2019-01-29 11:00:00.000,2,2019-01-29,11:00:00,January,29,1,Tuesday,True
38,2019-01-29 13:00:00.000,3,2019-01-29,13:00:00,January,29,1,Tuesday,True
39,2019-01-29 14:00:00.000,5,2019-01-29,14:00:00,January,29,1,Tuesday,True
40,2019-01-29 16:00:00.000,1,2019-01-29,16:00:00,January,29,1,Tuesday,True
41,2019-01-29 17:00:00.000,2,2019-01-29,17:00:00,January,29,1,Tuesday,True
42,2019-01-29 18:00:00.000,2,2019-01-29,18:00:00,January,29,1,Tuesday,True
43,2019-01-29 19:00:00.000,4,2019-01-29,19:00:00,January,29,1,Tuesday,True
44,2019-01-29 20:00:00.000,1,2019-01-29,20:00:00,January,29,1,Tuesday,True
45,2019-01-29 21:00:00.000,1,2019-01-29,21:00:00,January,29,1,Tuesday,True
46,2019-01-29 22:00:00.000,6,2019-01-29,22:00:00,January,29,1,Tuesday,True
47,2019-01-29 23:00:00.000,5,2019-01-29,23:00:00,January,29,1,Tuesday,True
48,2019-01-30 00:00:00.000,6,2019-01-30,00:00:00,January,30,2,Wednesday,True
49,2019-01-30 13:00:00.000,1,2019-01-30,13:00:00,January,30,2,Wednesday,True
50,2019-01-30 17:00:00.000,1,2019-01-30,17:00:00,January,30,2,Wednesday,True
51,2019-01-30 19:00:00.000,4,2019-01-30,19:00:00,January,30,2,Wednesday,True
52,2019-01-30 21:00:00.000,1,2019-01-30,21:00:00,January,30,2,Wednesday,True
53,2019-01-30 22:00:00.000,8,2019-01-30,22:00:00,January,30,2,Wednesday,True
54,2019-01-30 23:00:00.000,3,2019-01-30,23:00:00,January,30,2,Wednesday,True
55,2019-01-31 00:00:00.000,5,2019-01-31,00:00:00,January,31,3,Thursday,True
56,2019-01-31 01:00:00.000,2,2019-01-31,01:00:00,January,31,3,Thursday,True
57,2019-01-31 02:00:00.000,2,2019-01-31,02:00:00,January,31,3,Thursday,True
58,2019-01-31 03:00:00.000,1,2019-01-31,03:00:00,January,31,3,Thursday,True
59,2019-01-31 04:00:00.000,1,2019-01-31,04:00:00,January,31,3,Thursday,True
60,2019-01-31 11:00:00.000,1,2019-01-31,11:00:00,January,31,3,Thursday,True
61,2019-01-31 12:00:00.000,5,2019-01-31,12:00:00,January,31,3,Thursday,True
62,2019-01-31 13:00:00.000,2,2019-01-31,13:00:00,January,31,3,Thursday,True
63,2019-01-31 14:00:00.000,1,2019-01-31,14:00:00,January,31,3,Thursday,True
64,2019-01-31 16:00:00.000,2,2019-01-31,16:00:00,January,31,3,Thursday,True
65,2019-01-31 17:00:00.000,4,2019-01-31,17:00:00,January,31,3,Thursday,True
66,2019-01-31 18:00:00.000,5,2019-01-31,18:00:00,January,31,3,Thursday,True
67,2019-01-31 19:00:00.000,3,2019-01-31,19:00:00,January,31,3,Thursday,True
68,2019-01-31 20:00:00.000,7,2019-01-31,20:00:00,January,31,3,Thursday,True
69,2019-01-31 21:00:00.000,3,2019-01-31,21:00:00,January,31,3,Thursday,True
70,2019-01-31 22:00:00.000,5,2019-01-31,22:00:00,January,31,3,Thursday,True
71,2019-01-31 23:00:00.000,6,2019-01-31,23:00:00,January,31,3,Thursday,True
72,2019-02-01 00:00:00.000,3,2019-02-01,00:00:00,February,1,4,Friday,True
73,2019-02-01 01:00:00.000,5,2019-02-01,01:00:00,February,1,4,Friday,True
74,2019-02-01 02:00:00.000,6,2019-02-01,02:00:00,February,1,4,Friday,True
75,2019-02-01 03:00:00.000,2,2019-02-01,03:00:00,February,1,4,Friday,True
76,2019-02-01 04:00:00.000,3,2019-02-01,04:00:00,February,1,4,Friday,True
77,2019-02-01 11:00:00.000,4,2019-02-01,11:00:00,February,1,4,Friday,True
78,2019-02-01 12:00:00.000,2,2019-02-01,12:00:00,February,1,4,Friday,True
79,2019-02-01 13:00:00.000,2,2019-02-01,13:00:00,February,1,4,Friday,True
80,2019-02-01 14:00:00.000,8,2019-02-01,14:00:00,February,1,4,Friday,True
81,2019-02-01 15:00:00.000,6,2019-02-01,15:00:00,February,1,4,Friday,True
82,2019-02-01 16:00:00.000,6,2019-02-01,16:00:00,February,1,4,Friday,True
83,2019-02-01 17:00:00.000,12,2019-02-01,17:00:00,February,1,4,Friday,True
84,2019-02-01 18:00:00.000,12,2019-02-01,18:00:00,February,1,4,Friday,True
85,2019-02-01 19:00:00.000,14,2019-02-01,19:00:00,February,1,4,Friday,True
86,2019-02-01 20:00:00.000,6,2019-02-01,20:00:00,February,1,4,Friday,True
87,2019-02-01 21:00:00.000,10,2019-02-01,21:00:00,February,1,4,Friday,True
88,2019-02-01 22:00:00.000,8,2019-02-01,22:00:00,February,1,4,Friday,True
89,2019-02-01 23:00:00.000,7,2019-02-01,23:00:00,February,1,4,Friday,True
90,2019-02-02 00:00:00.000,8,2019-02-02,00:00:00,February,2,5,Saturday,False
91,2019-02-02 01:00:00.000,2,2019-02-02,01:00:00,February,2,5,Saturday,False
92,2019-02-02 02:00:00.000,3,2019-02-02,02:00:00,February,2,5,Saturday,False
93,2019-02-02 04:00:00.000,2,2019-02-02,04:00:00,February,2,5,Saturday,False
94,2019-02-02 11:00:00.000,1,2019-02-02,11:00:00,February,2,5,Saturday,False
95,2019-02-02 12:00:00.000,1,2019-02-02,12:00:00,February,2,5,Saturday,False
96,2019-02-02 13:00:00.000,3,2019-02-02,13:00:00,February,2,5,Saturday,False
97,2019-02-02 14:00:00.000,2,2019-02-02,14:00:00,February,2,5,Saturday,False
98,2019-02-02 15:00:00.000,8,2019-02-02,15:00:00,February,2,5,Saturday,False
99,2019-02-02 19:00:00.000,4,2019-02-02,19:00:00,February,2,5,Saturday,False
100,2019-02-02 20:00:00.000,10,2019-02-02,20:00:00,February,2,5,Saturday,False
101,2019-02-02 21:00:00.000,3,2019-02-02,21:00:00,February,2,5,Saturday,False
102,2019-02-02 22:00:00.000,4,2019-02-02,22:00:00,February,2,5,Saturday,False
103,2019-02-02 23:00:00.000,5,2019-02-02,23:00:00,February,2,5,Saturday,False
104,2019-02-03 00:00:00.000,5,2019-02-03,00:00:00,February,3,6,Sunday,False
105,2019-02-03 01:00:00.000,3,2019-02-03,01:00:00,February,3,6,Sunday,False
106,2019-02-03 02:00:00.000,1,2019-02-03,02:00:00,February,3,6,Sunday,False
107,2019-02-03 05:00:00.000,2,2019-02-03,05:00:00,February,3,6,Sunday,False
108,2019-02-03 11:00:00.000,1,2019-02-03,11:00:00,February,3,6,Sunday,False
109,2019-02-03 13:00:00.000,3,2019-02-03,13:00:00,February,3,6,Sunday,False
110,2019-02-03 15:00:00.000,6,2019-02-03,15:00:00,February,3,6,Sunday,False
111,2019-02-03 16:00:00.000,11,2019-02-03,16:00:00,February,3,6,Sunday,False
112,2019-02-03 17:00:00.000,6,2019-02-03,17:00:00,February,3,6,Sunday,False
113,2019-02-03 18:00:00.000,11,2019-02-03,18:00:00,February,3,6,Sunday,False
114,2019-02-03 19:00:00.000,6,2019-02-03,19:00:00,February,3,6,Sunday,False
115,2019-02-03 20:00:00.000,6,2019-02-03,20:00:00,February,3,6,Sunday,False
116,2019-02-03 21:00:00.000,1,2019-02-03,21:00:00,February,3,6,Sunday,False
117,2019-02-03 22:00:00.000,1,2019-02-03,22:00:00,February,3,6,Sunday,False
118,2019-02-03 23:00:00.000,5,2019-02-03,23:00:00,February,3,6,Sunday,False
119,2019-02-04 00:00:00.000,3,2019-02-04,00:00:00,February,4,0,Monday,True
120,2019-02-04 01:00:00.000,2,2019-02-04,01:00:00,February,4,0,Monday,True
121,2019-02-04 03:00:00.000,1,2019-02-04,03:00:00,February,4,0,Monday,True
122,2019-02-04 05:00:00.000,1,2019-02-04,05:00:00,February,4,0,Monday,True
123,2019-02-04 07:00:00.000,1,2019-02-04,07:00:00,February,4,0,Monday,True
124,2019-02-04 11:00:00.000,3,2019-02-04,11:00:00,February,4,0,Monday,True
125,2019-02-04 12:00:00.000,1,2019-02-04,12:00:00,February,4,0,Monday,True
126,2019-02-04 13:00:00.000,4,2019-02-04,13:00:00,February,4,0,Monday,True
127,2019-02-04 14:00:00.000,5,2019-02-04,14:00:00,February,4,0,Monday,True
128,2019-02-04 16:00:00.000,3,2019-02-04,16:00:00,February,4,0,Monday,True
129,2019-02-04 17:00:00.000,3,2019-02-04,17:00:00,February,4,0,Monday,True
130,2019-02-04 18:00:00.000,7,2019-02-04,18:00:00,February,4,0,Monday,True
131,2019-02-04 19:00:00.000,2,2019-02-04,19:00:00,February,4,0,Monday,True
132,2019-02-04 20:00:00.000,8,2019-02-04,20:00:00,February,4,0,Monday,True
133,2019-02-04 21:00:00.000,9,2019-02-04,21:00:00,February,4,0,Monday,True
134,2019-02-04 22:00:00.000,5,2019-02-04,22:00:00,February,4,0,Monday,True
135,2019-02-04 23:00:00.000,5,2019-02-04,23:00:00,February,4,0,Monday,True
136,2019-02-05 00:00:00.000,2,2019-02-05,00:00:00,February,5,1,Tuesday,True
137,2019-02-05 01:00:00.000,1,2019-02-05,01:00:00,February,5,1,Tuesday,True
138,2019-02-05 02:00:00.000,1,2019-02-05,02:00:00,February,5,1,Tuesday,True
139,2019-02-05 03:00:00.000,1,2019-02-05,03:00:00,February,5,1,Tuesday,True
140,2019-02-05 11:00:00.000,1,2019-02-05,11:00:00,February,5,1,Tuesday,True
141,2019-02-05 12:00:00.000,4,2019-02-05,12:00:00,February,5,1,Tuesday,True
142,2019-02-05 13:00:00.000,3,2019-02-05,13:00:00,February,5,1,Tuesday,True
143,2019-02-05 14:00:00.000,2,2019-02-05,14:00:00,February,5,1,Tuesday,True
144,2019-02-05 15:00:00.000,5,2019-02-05,15:00:00,February,5,1,Tuesday,True
145,2019-02-05 16:00:00.000,9,2019-02-05,16:00:00,February,5,1,Tuesday,True
146,2019-02-05 17:00:00.000,18,2019-02-05,17:00:00,February,5,1,Tuesday,True
147,2019-02-05 18:00:00.000,2,2019-02-05,18:00:00,February,5,1,Tuesday,True
148,2019-02-05 19:00:00.000,8,2019-02-05,19:00:00,February,5,1,Tuesday,True
149,2019-02-05 20:00:00.000,3,2019-02-05,20:00:00,February,5,1,Tuesday,True
150,2019-02-05 21:00:00.000,2,2019-02-05,21:00:00,February,5,1,Tuesday,True
151,2019-02-05 22:00:00.000,11,2019-02-05,22:00:00,February,5,1,Tuesday,True
152,2019-02-05 23:00:00.000,6,2019-02-05,23:00:00,February,5,1,Tuesday,True
153,2019-02-06 00:00:00.000,1,2019-02-06,00:00:00,February,6,2,Wednesday,True
154,2019-02-06 01:00:00.000,7,2019-02-06,01:00:00,February,6,2,Wednesday,True
155,2019-02-06 02:00:00.000,3,2019-02-06,02:00:00,February,6,2,Wednesday,True
156,2019-02-06 12:00:00.000,3,2019-02-06,12:00:00,February,6,2,Wednesday,True
157,2019-02-06 13:00:00.000,5,2019-02-06,13:00:00,February,6,2,Wednesday,True
158,2019-02-06 15:00:00.000,7,2019-02-06,15:00:00,February,6,2,Wednesday,True
159,2019-02-06 16:00:00.000,5,2019-02-06,16:00:00,February,6,2,Wednesday,True
160,2019-02-06 17:00:00.000,4,2019-02-06,17:00:00,February,6,2,Wednesday,True
161,2019-02-06 18:00:00.000,5,2019-02-06,18:00:00,February,6,2,Wednesday,True
162,2019-02-06 19:00:00.000,1,2019-02-06,19:00:00,February,6,2,Wednesday,True
163,2019-02-06 20:00:00.000,5,2019-02-06,20:00:00,February,6,2,Wednesday,True
164,2019-02-06 21:00:00.000,8,2019-02-06,21:00:00,February,6,2,Wednesday,True
165,2019-02-06 22:00:00.000,10,2019-02-06,22:00:00,February,6,2,Wednesday,True
166,2019-02-06 23:00:00.000,5,2019-02-06,23:00:00,February,6,2,Wednesday,True
167,2019-02-07 00:00:00.000,4,2019-02-07,00:00:00,February,7,3,Thursday,True
168,2019-02-07 01:00:00.000,9,2019-02-07,01:00:00,February,7,3,Thursday,True
169,2019-02-07 02:00:00.000,3,2019-02-07,02:00:00,February,7,3,Thursday,True
170,2019-02-07 03:00:00.000,1,2019-02-07,03:00:00,February,7,3,Thursday,True
171,2019-02-07 11:00:00.000,3,2019-02-07,11:00:00,February,7,3,Thursday,True
172,2019-02-07 12:00:00.000,4,2019-02-07,12:00:00,February,7,3,Thursday,True
173,2019-02-07 13:00:00.000,2,2019-02-07,13:00:00,February,7,3,Thursday,True
174,2019-02-07 14:00:00.000,2,2019-02-07,14:00:00,February,7,3,Thursday,True
175,2019-02-07 15:00:00.000,6,2019-02-07,15:00:00,February,7,3,Thursday,True
176,2019-02-07 16:00:00.000,4,2019-02-07,16:00:00,February,7,3,Thursday,True
177,2019-02-07 17:00:00.000,2,2019-02-07,17:00:00,February,7,3,Thursday,True
178,2019-02-07 18:00:00.000,8,2019-02-07,18:00:00,February,7,3,Thursday,True
179,2019-02-07 19:00:00.000,6,2019-02-07,19:00:00,February,7,3,Thursday,True
180,2019-02-07 20:00:00.000,4,2019-02-07,20:00:00,February,7,3,Thursday,True
181,2019-02-07 21:00:00.000,8,2019-02-07,21:00:00,February,7,3,Thursday,True
182,2019-02-07 22:00:00.000,14,2019-02-07,22:00:00,February,7,3,Thursday,True
183,2019-02-07 23:00:00.000,7,2019-02-07,23:00:00,February,7,3,Thursday,True
184,2019-02-08 00:00:00.000,1,2019-02-08,00:00:00,February,8,4,Friday,True
185,2019-02-08 01:00:00.000,2,2019-02-08,01:00:00,February,8,4,Friday,True
186,2019-02-08 03:00:00.000,5,2019-02-08,03:00:00,February,8,4,Friday,True
187,2019-02-08 04:00:00.000,3,2019-02-08,04:00:00,February,8,4,Friday,True
188,2019-02-08 08:00:00.000,1,2019-02-08,08:00:00,February,8,4,Friday,True
189,2019-02-08 11:00:00.000,5,2019-02-08,11:00:00,February,8,4,Friday,True
190,2019-02-08 12:00:00.000,4,2019-02-08,12:00:00,February,8,4,Friday,True
191,2019-02-08 13:00:00.000,4,2019-02-08,13:00:00,February,8,4,Friday,True
192,2019-02-08 14:00:00.000,5,2019-02-08,14:00:00,February,8,4,Friday,True
193,2019-02-08 15:00:00.000,2,2019-02-08,15:00:00,February,8,4,Friday,True
194,2019-02-08 16:00:00.000,4,2019-02-08,16:00:00,February,8,4,Friday,True
195,2019-02-08 17:00:00.000,4,2019-02-08,17:00:00,February,8,4,Friday,True
196,2019-02-08 18:00:00.000,2,2019-02-08,18:00:00,February,8,4,Friday,True
197,2019-02-08 19:00:00.000,1,2019-02-08,19:00:00,February,8,4,Friday,True
198,2019-02-08 20:00:00.000,6,2019-02-08,20:00:00,February,8,4,Friday,True
199,2019-02-08 21:00:00.000,11,2019-02-08,21:00:00,February,8,4,Friday,True
200,2019-02-08 22:00:00.000,20,2019-02-08,22:00:00,February,8,4,Friday,True
201,2019-02-08 23:00:00.000,9,2019-02-08,23:00:00,February,8,4,Friday,True
202,2019-02-09 00:00:00.000,4,2019-02-09,00:00:00,February,9,5,Saturday,False
203,2019-02-09 01:00:00.000,3,2019-02-09,01:00:00,February,9,5,Saturday,False
204,2019-02-09 02:00:00.000,2,2019-02-09,02:00:00,February,9,5,Saturday,False
205,2019-02-09 03:00:00.000,1,2019-02-09,03:00:00,February,9,5,Saturday,False
206,2019-02-09 04:00:00.000,1,2019-02-09,04:00:00,February,9,5,Saturday,False
207,2019-02-09 12:00:00.000,1,2019-02-09,12:00:00,February,9,5,Saturday,False
208,2019-02-09 13:00:00.000,3,2019-02-09,13:00:00,February,9,5,Saturday,False
209,2019-02-09 14:00:00.000,6,2019-02-09,14:00:00,February,9,5,Saturday,False
210,2019-02-09 15:00:00.000,5,2019-02-09,15:00:00,February,9,5,Saturday,False
211,2019-02-09 16:00:00.000,7,2019-02-09,16:00:00,February,9,5,Saturday,False
212,2019-02-09 17:00:00.000,12,2019-02-09,17:00:00,February,9,5,Saturday,False
213,2019-02-09 18:00:00.000,13,2019-02-09,18:00:00,February,9,5,Saturday,False
214,2019-02-09 19:00:00.000,9,2019-02-09,19:00:00,February,9,5,Saturday,False
215,2019-02-09 20:00:00.000,7,2019-02-09,20:00:00,February,9,5,Saturday,False
216,2019-02-09 21:00:00.000,3,2019-02-09,21:00:00,February,9,5,Saturday,False
217,2019-02-09 22:00:00.000,6,2019-02-09,22:00:00,February,9,5,Saturday,False
218,2019-02-09 23:00:00.000,9,2019-02-09,23:00:00,February,9,5,Saturday,False
219,2019-02-10 00:00:00.000,4,2019-02-10,00:00:00,February,10,6,Sunday,False
220,2019-02-10 01:00:00.000,1,2019-02-10,01:00:00,February,10,6,Sunday,False
221,2019-02-10 02:00:00.000,4,2019-02-10,02:00:00,February,10,6,Sunday,False
222,2019-02-10 03:00:00.000,1,2019-02-10,03:00:00,February,10,6,Sunday,False
223,2019-02-10 12:00:00.000,1,2019-02-10,12:00:00,February,10,6,Sunday,False
224,2019-02-10 13:00:00.000,1,2019-02-10,13:00:00,February,10,6,Sunday,False
225,2019-02-10 14:00:00.000,3,2019-02-10,14:00:00,February,10,6,Sunday,False
226,2019-02-10 15:00:00.000,6,2019-02-10,15:00:00,February,10,6,Sunday,False
227,2019-02-10 16:00:00.000,4,2019-02-10,16:00:00,February,10,6,Sunday,False
228,2019-02-10 17:00:00.000,3,2019-02-10,17:00:00,February,10,6,Sunday,False
229,2019-02-10 18:00:00.000,6,2019-02-10,18:00:00,February,10,6,Sunday,False
230,2019-02-10 19:00:00.000,12,2019-02-10,19:00:00,February,10,6,Sunday,False
231,2019-02-10 20:00:00.000,3,2019-02-10,20:00:00,February,10,6,Sunday,False
232,2019-02-10 21:00:00.000,3,2019-02-10,21:00:00,February,10,6,Sunday,False
233,2019-02-10 22:00:00.000,9,2019-02-10,22:00:00,February,10,6,Sunday,False
234,2019-02-10 23:00:00.000,5,2019-02-10,23:00:00,February,10,6,Sunday,False
235,2019-02-11 00:00:00.000,2,2019-02-11,00:00:00,February,11,0,Monday,True
236,2019-02-11 02:00:00.000,2,2019-02-11,02:00:00,February,11,0,Monday,True
237,2019-02-11 11:00:00.000,1,2019-02-11,11:00:00,February,11,0,Monday,True
238,2019-02-11 12:00:00.000,1,2019-02-11,12:00:00,February,11,0,Monday,True
239,2019-02-11 13:00:00.000,1,2019-02-11,13:00:00,February,11,0,Monday,True
240,2019-02-11 15:00:00.000,1,2019-02-11,15:00:00,February,11,0,Monday,True
241,2019-02-11 16:00:00.000,7,2019-02-11,16:00:00,February,11,0,Monday,True
242,2019-02-11 18:00:00.000,5,2019-02-11,18:00:00,February,11,0,Monday,True
243,2019-02-11 19:00:00.000,4,2019-02-11,19:00:00,February,11,0,Monday,True
244,2019-02-11 20:00:00.000,9,2019-02-11,20:00:00,February,11,0,Monday,True
245,2019-02-11 21:00:00.000,6,2019-02-11,21:00:00,February,11,0,Monday,True
246,2019-02-11 23:00:00.000,4,2019-02-11,23:00:00,February,11,0,Monday,True
247,2019-02-12 00:00:00.000,4,2019-02-12,00:00:00,February,12,1,Tuesday,True
248,2019-02-12 01:00:00.000,2,2019-02-12,01:00:00,February,12,1,Tuesday,True
249,2019-02-12 11:00:00.000,1,2019-02-12,11:00:00,February,12,1,Tuesday,True
250,2019-02-12 13:00:00.000,1,2019-02-12,13:00:00,February,12,1,Tuesday,True
251,2019-02-12 14:00:00.000,1,2019-02-12,14:00:00,February,12,1,Tuesday,True
252,2019-02-12 15:00:00.000,2,2019-02-12,15:00:00,February,12,1,Tuesday,True
253,2019-02-12 16:00:00.000,2,2019-02-12,16:00:00,February,12,1,Tuesday,True
254,2019-02-12 17:00:00.000,2,2019-02-12,17:00:00,February,12,1,Tuesday,True
255,2019-02-12 18:00:00.000,1,2019-02-12,18:00:00,February,12,1,Tuesday,True
256,2019-02-12 19:00:00.000,6,2019-02-12,19:00:00,February,12,1,Tuesday,True
257,2019-02-12 20:00:00.000,1,2019-02-12,20:00:00,February,12,1,Tuesday,True
258,2019-02-12 21:00:00.000,3,2019-02-12,21:00:00,February,12,1,Tuesday,True
259,2019-02-12 22:00:00.000,6,2019-02-12,22:00:00,February,12,1,Tuesday,True
260,2019-02-12 23:00:00.000,10,2019-02-12,23:00:00,February,12,1,Tuesday,True
261,2019-02-13 00:00:00.000,5,2019-02-13,00:00:00,February,13,2,Wednesday,True
262,2019-02-13 02:00:00.000,1,2019-02-13,02:00:00,February,13,2,Wednesday,True
263,2019-02-13 03:00:00.000,1,2019-02-13,03:00:00,February,13,2,Wednesday,True
264,2019-02-13 12:00:00.000,2,2019-02-13,12:00:00,February,13,2,Wednesday,True
265,2019-02-13 13:00:00.000,4,2019-02-13,13:00:00,February,13,2,Wednesday,True
266,2019-02-13 14:00:00.000,1,2019-02-13,14:00:00,February,13,2,Wednesday,True
267,2019-02-13 15:00:00.000,2,2019-02-13,15:00:00,February,13,2,Wednesday,True
268,2019-02-13 17:00:00.000,6,2019-02-13,17:00:00,February,13,2,Wednesday,True
269,2019-02-13 18:00:00.000,2,2019-02-13,18:00:00,February,13,2,Wednesday,True
270,2019-02-13 19:00:00.000,4,2019-02-13,19:00:00,February,13,2,Wednesday,True
271,2019-02-13 20:00:00.000,3,2019-02-13,20:00:00,February,13,2,Wednesday,True
272,2019-02-13 21:00:00.000,8,2019-02-13,21:00:00,February,13,2,Wednesday,True
273,2019-02-13 22:00:00.000,1,2019-02-13,22:00:00,February,13,2,Wednesday,True
274,2019-02-13 23:00:00.000,2,2019-02-13,23:00:00,February,13,2,Wednesday,True
275,2019-02-14 00:00:00.000,12,2019-02-14,00:00:00,February,14,3,Thursday,True
276,2019-02-14 01:00:00.000,1,2019-02-14,01:00:00,February,14,3,Thursday,True
277,2019-02-14 02:00:00.000,2,2019-02-14,02:00:00,February,14,3,Thursday,True
278,2019-02-14 03:00:00.000,1,2019-02-14,03:00:00,February,14,3,Thursday,True
279,2019-02-14 04:00:00.000,1,2019-02-14,04:00:00,February,14,3,Thursday,True
280,2019-02-14 11:00:00.000,4,2019-02-14,11:00:00,February,14,3,Thursday,True
281,2019-02-14 12:00:00.000,3,2019-02-14,12:00:00,February,14,3,Thursday,True
282,2019-02-14 13:00:00.000,4,2019-02-14,13:00:00,February,14,3,Thursday,True
283,2019-02-14 14:00:00.000,3,2019-02-14,14:00:00,February,14,3,Thursday,True
284,2019-02-14 15:00:00.000,2,2019-02-14,15:00:00,February,14,3,Thursday,True
285,2019-02-14 16:00:00.000,4,2019-02-14,16:00:00,February,14,3,Thursday,True
286,2019-02-14 17:00:00.000,6,2019-02-14,17:00:00,February,14,3,Thursday,True
287,2019-02-14 18:00:00.000,3,2019-02-14,18:00:00,February,14,3,Thursday,True
288,2019-02-14 19:00:00.000,3,2019-02-14,19:00:00,February,14,3,Thursday,True
289,2019-02-14 20:00:00.000,4,2019-02-14,20:00:00,February,14,3,Thursday,True
290,2019-02-14 21:00:00.000,5,2019-02-14,21:00:00,February,14,3,Thursday,True
291,2019-02-14 22:00:00.000,3,2019-02-14,22:00:00,February,14,3,Thursday,True
292,2019-02-14 23:00:00.000,6,2019-02-14,23:00:00,February,14,3,Thursday,True
293,2019-02-15 00:00:00.000,3,2019-02-15,00:00:00,February,15,4,Friday,True
294,2019-02-15 01:00:00.000,1,2019-02-15,01:00:00,February,15,4,Friday,True
295,2019-02-15 02:00:00.000,2,2019-02-15,02:00:00,February,15,4,Friday,True
296,2019-02-15 03:00:00.000,1,2019-02-15,03:00:00,February,15,4,Friday,True
297,2019-02-15 04:00:00.000,2,2019-02-15,04:00:00,February,15,4,Friday,True
298,2019-02-15 05:00:00.000,1,2019-02-15,05:00:00,February,15,4,Friday,True
299,2019-02-15 11:00:00.000,1,2019-02-15,11:00:00,February,15,4,Friday,True
300,2019-02-15 12:00:00.000,1,2019-02-15,12:00:00,February,15,4,Friday,True
301,2019-02-15 13:00:00.000,4,2019-02-15,13:00:00,February,15,4,Friday,True
302,2019-02-15 14:00:00.000,4,2019-02-15,14:00:00,February,15,4,Friday,True
303,2019-02-15 15:00:00.000,2,2019-02-15,15:00:00,February,15,4,Friday,True
304,2019-02-15 16:00:00.000,10,2019-02-15,16:00:00,February,15,4,Friday,True
305,2019-02-15 17:00:00.000,9,2019-02-15,17:00:00,February,15,4,Friday,True
306,2019-02-15 18:00:00.000,11,2019-02-15,18:00:00,February,15,4,Friday,True
307,2019-02-15 19:00:00.000,8,2019-02-15,19:00:00,February,15,4,Friday,True
308,2019-02-15 20:00:00.000,13,2019-02-15,20:00:00,February,15,4,Friday,True
